,track_name,album,artist_name,release_date,duration_ms,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
37,Photograph,x (Deluxe Edition),Ed Sheeran,2014-06-21,258986,87,0.614,0.607,0.379,0.000464,0.0986,-10.48,0.0476,107.989,0.201
38,Dancing Queen,Arrival,ABBA,1976,230400,86,0.543,0.358,0.87,0.000939,0.792,-6.514,0.0428,100.804,0.754
39,Closer,Closer,The Chainsmokers,2016-07-29,244960,86,0.748,0.414,0.524,0.0,0.111,-5.599,0.0338,95.01,0.661
40,Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,2020-03-27,203064,86,0.702,0.00883,0.825,0.0,0.0674,-3.787,0.0601,102.977,0.915
41,Iris,Dizzy up the Girl,The Goo Goo Dolls,1998-09-11,289533,86,0.315,0.00125,0.715,7.97e-06,0.0942,-8.072,0.0362,155.925,0.497
42,Memories,JORDI (Deluxe),Maroon 5,2021-06-11,189486,86,0.775,0.841,0.327,0.0,0.0821,-7.241,0.0557,91.05,0.595
43,Running Up That Hill (A Deal With God),Hounds Of Love,Kate Bush,1985-09-16,298933,86,0.629,0.719,0.545,0.00308,0.0604,-13.123,0.0546,108.376,0.194
44,Shut Up and Dance,TALKING IS HARD,WALK THE MOON,2014-12-02,199080,86,0.578,0.00701,0.866,0.0,0.257,-3.804,0.0619,128.038,0.619
45,Love On The Brain,ANTI (Deluxe),Rihanna,2016-01-28,224000,86,0.509,0.0717,0.637,1.08e-05,0.0789,-4.83,0.0471,172.006,0.378
46,Shallow,A Star Is Born Soundtrack,Lady Gaga,2018-10-05,215733,86,0.572,0.371,0.385,0.0,0.231,-6.362,0.0308,95.799,0.323
47,Don't Stop Believin',Escape (Bonus Track Version),Journey,1981,250986,86,0.5,0.127,0.748,0.0,0.447,-9.072,0.0363,118.852,0.514
48,Just the Way You Are,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,220734,86,0.635,0.0134,0.841,0.0,0.0622,-5.379,0.0422,109.021,0.424
49,Maps,V,Maroon 5,2014-09-02,189960,86,0.742,0.0205,0.713,0.0,0.059,-5.522,0.0303,120.032,0.879
50,Stay With Me,In The Lonely Hour,Sam Smith,2014-05-26,172723,86,0.418,0.588,0.42,6.39e-05,0.11,-6.444,0.0414,84.094,0.184
51,Promiscuous,Loose,Nelly Furtado,2006-01-01,242293,86,0.808,0.0569,0.97,6.13e-05,0.154,-6.098,0.0506,114.328,0.868
52,Uptown Funk (feat. Bruno Mars),Uptown Special,Mark Ronson,2015-01-12,269666,86,0.856,0.00801,0.609,8.15e-05,0.0344,-7.223,0.0824,114.988,0.928
53,Umbrella,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,275986,85,0.583,0.00864,0.829,0.0,0.0426,-4.603,0.134,174.028,0.575
54,Summer Of '69,Reckless (30th Anniversary / Deluxe Edition),Bryan Adams,1984-11-05,216053,85,0.508,0.0183,0.834,0.0,0.0732,-6.205,0.0386,139.131,0.774
55,"Hey, Soul Sister","Save Me, San Francisco (Golden Gate Edition)",Train,2010-12-01,216773,85,0.673,0.185,0.886,0.0,0.0826,-4.44,0.0431,97.012,0.795
56,One Last Time,My Everything (Deluxe),Ariana Grande,2014-08-25,197266,85,0.628,0.093,0.593,1.65e-06,0.096,-5.036,0.0323,125.026,0.104
57,Thinking out Loud,x (Deluxe Edition),Ed Sheeran,2014-06-21,281560,85,0.781,0.474,0.445,0.0,0.184,-6.061,0.0295,78.998,0.591
58,Love Story (Taylor’s Version),Love Story (Taylor’s Version),Taylor Swift,2021-02-12,235766,85,0.626,0.135,0.79,3.97e-06,0.0989,-4.302,0.0311,119.082,0.416
59,This Is What You Came For,This Is What You Came For,Calvin Harris,2016-04-29,222160,85,0.631,0.199,0.927,0.119,0.148,-2.787,0.0332,123.962,0.465
60,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Planet Pit (Deluxe Version),Pitbull,2011-06-17,252306,85,0.671,0.191,0.939,0.0,0.298,-3.206,0.161,129.024,0.53
61,Story of My Life,Midnight Memories (Deluxe),One Direction,2013-11-25,245493,85,0.6,0.225,0.663,0.0,0.119,-5.802,0.0477,121.07,0.286
62,7 Years,Lukas Graham,Lukas Graham,2016-04-01,237300,85,0.765,0.287,0.473,0.0,0.391,-5.829,0.0514,119.992,0.34
63,Don't Start Now,Future Nostalgia,Dua Lipa,2020-03-27,183290,85,0.793,0.0123,0.793,0.0,0.0951,-4.521,0.083,123.95,0.679
64,Happier,Happier,Marshmello,2018-08-17,214289,85,0.687,0.191,0.792,0.0,0.167,-2.749,0.0452,100.015,0.671
65,Barbie Girl,Aquarium (Special Edition),Aqua,1997-01-01,197960,85,0.812,0.0167,0.879,0.224,0.366,-10.998,0.0397,129.991,0.962
66,TiK ToK,Animal (Expanded Edition),Kesha,2010-01-01,199693,84,0.755,0.0991,0.837,0.0,0.289,-2.718,0.142,120.028,0.714
67,Don't You Worry Child - Radio Edit,Don't You Worry Child,Swedish House Mafia,2012-09-14,212862,84,0.612,0.112,0.84,0.0,0.116,-3.145,0.0509,129.042,0.438
68,Timber (feat. Ke$ha),Global Warming: Meltdown (Deluxe Version),Pitbull,2012,204160,84,0.581,0.0295,0.963,0.0,0.139,-4.087,0.0981,129.992,0.788
69,I Wanna Dance with Somebody (Who Loves Me),Whitney,Whitney Houston,1987-06-02,291293,84,0.709,0.207,0.824,0.000307,0.0888,-8.824,0.0453,118.818,0.867
70,Just Give Me a Reason (feat. Nate Ruess),The Truth About Love,P!nk,2012-09-18,242733,84,0.778,0.346,0.547,0.000302,0.132,-7.273,0.0489,95.002,0.441
71,Only Girl (In The World),Loud (Japan Version),Rihanna,2010-01-01,235493,84,0.789,0.112,0.706,1.71e-05,0.0586,-4.233,0.0429,125.911,0.638
72,Rude,Don't Kill the Magic,MAGIC!,2014-06-25,224840,84,0.773,0.0422,0.758,0.0,0.305,-4.993,0.0381,144.033,0.925
73,I Want It That Way,Millennium,Backstreet Boys,1999-05-18,213306,84,0.689,0.257,0.694,0.0,0.148,-5.83,0.027,99.039,0.482
74,Without Me,Manic,Halsey,2020-01-17,201660,84,0.752,0.297,0.488,9.11e-06,0.0936,-7.05,0.0705,136.041,0.533
75,Wannabe,Spice,Spice Girls,1996-01-01,173026,84,0.768,0.101,0.864,0.0,0.162,-6.145,0.0324,110.008,0.891
76,Maria Maria (feat. The Product G&B),Supernatural (Remastered),Santana,1999-06-15,261973,83,0.777,0.0406,0.601,0.00201,0.0348,-5.931,0.126,97.911,0.68
77,Girls Just Want to Have Fun,She's So Unusual,Cyndi Lauper,1983-10-14,238266,83,0.71,0.22,0.799,0.000602,0.349,-4.897,0.0328,120.372,0.725
